pep_id,tcr_id,label,split
pep14,tcr2701,0,train
pep9,tcr3360,0,train
pep0,tcr1186,0,train
pep1,tcr2405,0,train
pep0,tcr4062,1,train
pep5,tcr2552,0,train
pep0,tcr803,0,train
pep8,tcr2954,0,train
pep14,tcr575,0,train
pep14,tcr698,0,train
pep9,tcr434,0,train
pep0,tcr2667,0,train
pep2,tcr971,0,train
pep3,tcr4667,0,train
pep14,tcr1150,1,train
pep8,tcr3684,0,train
pep3,tcr4863,0,train
pep12,tcr4206,0,train
pep14,tcr4007,0,train
pep0,tcr4162,0,train
pep1,tcr1702,0,train
pep7,tcr5446,1,train
pep5,tcr2891,0,train
pep10,tcr2623,1,train
pep8,tcr2131,0,train
pep0,tcr956,0,train
pep7,tcr4548,1,train
pep10,tcr2173,1,train
pep7,tcr4036,0,train
pep14,tcr244,0,train
pep14,tcr376,0,train
pep8,tcr1253,0,train
pep14,tcr2582,1,train
pep16,tcr1479,0,train
pep13,tcr2169,1,train
pep5,tcr4208,0,train
pep0,tcr3777,1,train
pep2,tcr1381,0,train
pep16,tcr2968,0,train
pep8,tcr4911,0,train
pep8,tcr4049,0,train
pep8,tcr1511,0,train
pep13,tcr2008,0,train
pep5,tcr3256,0,train
pep7,tcr4134,0,train
pep1,tcr3969,1,train
pep13,tcr3091,0,train
pep12,tcr2243,0,train
pep14,tcr436,0,train
pep5,tcr5106,0,train
pep14,tcr2843,0,train
pep1,tcr1656,0,train
pep4,tcr2878,0,train
pep14,tcr5034,0,train
pep3,tcr4212,0,train
pep4,tcr4921,1,train
pep5,tcr4724,0,train
pep14,tcr198,0,train
pep10,tcr334,0,train
pep10,tcr4130,1,train
pep13,tcr4986,0,train
pep1,tcr1150,0,train
pep8,tcr5197,1,train
pep3,tcr4352,1,train
pep9,tcr3866,0,train
pep6,tcr2692,0,train
pep14,tcr241,0,train
pep9,tcr1500,0,train
pep13,tcr4724,0,train
pep14,tcr4929,0,train
pep14,tcr397,0,train
pep14,tcr890,1,train
pep12,tcr1576,0,train
pep12,tcr5162,0,train
pep12,tcr2730,0,train
pep5,tcr2018,0,train
pep8,tcr4511,1,train
pep5,tcr2596,0,train
pep12,tcr212,0,train
pep8,tcr1657,0,train
pep1,tcr894,0,train
pep3,tcr3812,0,train
pep8,tcr4730,0,train
pep14,tcr3635,0,train
pep0,tcr4567,0,train
pep9,tcr773,0,train
pep12,tcr3626,0,train
pep5,tcr5176,0,train
pep8,tcr4235,0,train
pep14,tcr1611,0,train
pep14,tcr4998,0,train
pep12,tcr3684,0,train
pep14,tcr2569,0,train
pep2,tcr2768,0,train
pep6,tcr2171,0,train
pep9,tcr3812,0,train
pep9,tcr2895,1,train
pep14,tcr2904,0,train
pep12,tcr2099,0,train
pep5,tcr1150,0,train
pep14,tcr897,0,train
pep0,tcr4986,1,train
pep1,tcr2099,0,train
pep7,tcr3756,0,train
pep16,tcr2755,1,train
pep9,tcr5244,0,train
pep5,tcr957,0,train
pep13,tcr3756,0,train
pep10,tcr2750,0,train
pep10,tcr2968,0,train
pep16,tcr3150,0,train
pep0,tcr1857,0,train
pep14,tcr971,0,train
pep13,tcr2423,0,train
pep12,tcr3046,0,train
pep3,tcr281,0,train
pep8,tcr4806,0,train
pep13,tcr405,0,train
pep7,tcr2145,0,train
pep14,tcr1838,0,train
pep3,tcr1381,0,train
pep9,tcr634,0,train
pep13,tcr2617,0,train
pep1,tcr1208,0,train
pep16,tcr2122,0,train
pep12,tcr2591,1,train
pep16,tcr2141,0,train
pep14,tcr4721,0,train
pep0,tcr2226,0,train
pep9,tcr4601,0,train
pep0,tcr2968,0,train
pep0,tcr212,1,train
pep9,tcr4467,0,train
pep12,tcr551,0,train
pep3,tcr1028,1,train
pep12,tcr3439,0,train
pep12,tcr5263,0,train
pep12,tcr3630,0,train
pep12,tcr4230,0,train
pep13,tcr3793,0,train
pep13,tcr1002,0,train
pep14,tcr4548,0,train
pep12,tcr4575,1,train
pep14,tcr4078,1,train
pep14,tcr4856,0,train
pep10,tcr2814,0,train
pep9,tcr2946,0,train
pep5,tcr4756,1,train
pep0,tcr2755,0,train
pep4,tcr4208,0,train
pep12,tcr3184,0,train
pep10,tcr2924,1,train
pep11,tcr4853,0,train
pep13,tcr2103,0,train
pep3,tcr3894,0,train
pep13,tcr276,0,train
pep2,tcr1778,0,train
pep0,tcr5047,1,train
pep12,tcr992,0,train
pep0,tcr5394,1,train
pep0,tcr3812,0,train
pep13,tcr1647,0,train
pep10,tcr4501,0,train
pep14,tcr5063,1,train
pep8,tcr782,0,train
pep8,tcr2843,1,train
pep12,tcr2524,1,train
pep8,tcr1506,0,train
pep5,tcr4178,0,train
pep12,tcr4998,0,train
pep3,tcr4396,0,train
pep14,tcr2226,0,train
pep12,tcr3812,0,train
pep5,tcr947,0,train
pep0,tcr611,1,train
pep12,tcr1591,1,train
pep13,tcr4033,0,train
pep12,tcr623,0,train
pep6,tcr2481,0,train
pep9,tcr5119,0,train
pep2,tcr2089,0,train
pep13,tcr4,0,train
pep12,tcr3064,1,train
pep5,tcr91,0,train
pep0,tcr1381,0,train
pep5,tcr426,0,train
pep9,tcr803,0,train
pep5,tcr3770,0,train
pep16,tcr760,1,train
pep12,tcr2829,0,train
pep5,tcr3532,0,train
pep12,tcr5369,0,train
pep5,tcr2746,0,train
pep13,tcr2270,0,train
pep5,tcr3022,0,train
pep3,tcr2864,1,train
pep7,tcr1381,0,train
pep13,tcr1719,0,train
pep8,tcr5176,0,train
pep14,tcr4724,1,train
pep0,tcr4630,0,train
pep11,tcr740,0,train
pep14,tcr2423,0,train
pep14,tcr1910,0,train
pep13,tcr3630,0,train
pep7,tcr2008,0,train
pep12,tcr833,0,train
pep9,tcr4433,0,train
pep0,tcr2750,0,train
pep10,tcr4649,0,train
pep14,tcr13,0,train
pep13,tcr4477,1,train
pep12,tcr418,0,train
pep14,tcr5400,0,train
pep10,tcr5201,0,train
pep16,tcr4540,0,train
pep12,tcr1683,0,train
pep0,tcr3082,1,train
pep11,tcr5458,0,train
pep14,tcr4862,0,train
pep1,tcr1129,0,train
pep14,tcr2387,0,train
pep13,tcr3096,0,train
pep13,tcr1503,1,train
pep9,tcr4718,0,train
pep2,tcr2365,0,train
pep9,tcr5183,0,train
pep0,tcr2842,0,train
pep12,tcr2304,0,train
pep5,tcr1257,0,train
pep9,tcr5335,1,train
pep12,tcr1684,0,train
pep9,tcr3924,0,train
pep14,tcr2915,0,train
pep14,tcr2008,0,train
pep13,tcr1253,0,train
pep0,tcr129,0,train
pep12,tcr1253,0,train
pep12,tcr4033,0,train
pep14,tcr2860,0,train
pep13,tcr1186,1,train
pep5,tcr3177,1,train
pep3,tcr3841,0,train
pep4,tcr3777,0,train
pep0,tcr2320,0,train
pep1,tcr3601,0,train
pep13,tcr2481,0,train
pep9,tcr4806,0,train
pep0,tcr3047,0,train
pep12,tcr4520,0,train
pep14,tcr4561,1,train
pep8,tcr2304,0,train
pep5,tcr2582,0,train
pep14,tcr3972,0,train
pep14,tcr3812,0,train
pep13,tcr3645,0,train
pep14,tcr102,0,train
pep9,tcr5177,0,train
pep1,tcr2481,1,train
pep5,tcr2103,0,train
pep14,tcr4299,0,train
pep1,tcr1838,1,train
pep11,tcr31,0,train
pep10,tcr3207,0,train
pep4,tcr3482,0,train
pep9,tcr2915,0,train
pep7,tcr91,0,train
pep14,tcr2259,0,train
pep12,tcr4017,0,train
pep12,tcr2104,0,train
pep9,tcr654,1,train
pep9,tcr1719,0,train
pep12,tcr1688,0,train
pep9,tcr3635,1,train
pep9,tcr648,0,train
pep0,tcr1318,0,train
pep1,tcr2968,0,train
pep13,tcr957,0,train
pep9,tcr3551,0,train
pep14,tcr1002,0,train
pep6,tcr390,0,train
pep3,tcr1150,0,train
pep13,tcr2755,0,train
pep7,tcr4649,0,train
pep3,tcr2582,0,train
pep9,tcr679,0,train
pep0,tcr3024,0,train
pep5,tcr189,1,train
pep3,tcr1174,1,train
pep8,tcr434,0,train
pep14,tcr5394,0,train
pep14,tcr288,0,train
pep9,tcr4033,0,train
pep13,tcr570,1,train
pep5,tcr1779,1,train
pep1,tcr5454,0,train
pep13,tcr2285,0,train
pep0,tcr3251,1,train
pep9,tcr4975,0,train
pep12,tcr3976,1,train
pep9,tcr4787,0,train
pep9,tcr3713,0,train
pep5,tcr4235,0,train
pep14,tcr1261,0,train
pep14,tcr3047,0,train
pep2,tcr4471,0,train
pep5,tcr2291,0,train
pep14,tcr2968,0,train
pep5,tcr782,0,train
pep5,tcr1558,0,train
pep16,tcr1202,0,train
pep14,tcr1503,0,train
pep7,tcr1675,0,train
pep14,tcr3513,0,train
pep8,tcr468,0,train
pep9,tcr419,0,train
pep5,tcr2750,0,train
pep12,tcr4068,0,train
pep14,tcr3240,0,train
pep0,tcr265,0,train
pep12,tcr865,0,train
pep14,tcr1186,0,train
pep9,tcr1838,0,train
pep0,tcr508,1,train
pep9,tcr2302,0,train
pep14,tcr1607,1,train
pep13,tcr2785,0,train
pep8,tcr49,0,train
pep0,tcr4381,0,train
pep6,tcr241,0,train
pep9,tcr5162,0,train
pep9,tcr4085,0,train
pep2,tcr3681,0,train
pep8,tcr3812,0,train
pep6,tcr159,1,train
pep12,tcr971,0,train
pep0,tcr2672,0,train
pep16,tcr3420,0,train
pep9,tcr782,0,train
pep5,tcr3804,0,train
pep2,tcr4501,0,train
pep8,tcr2099,0,train
pep14,tcr1291,0,train
pep15,tcr2347,0,train
pep1,tcr1587,1,train
pep12,tcr1503,0,train
pep5,tcr5024,0,train
pep10,tcr3025,0,train
pep9,tcr3357,0,train
pep10,tcr1176,0,train
pep16,tcr4007,0,train
pep12,tcr2762,1,train
pep0,tcr2617,0,train
pep14,tcr3064,0,train
pep13,tcr714,0,train
pep12,tcr2528,0,train
pep13,tcr5080,0,train
pep5,tcr4630,1,train
pep13,tcr2250,0,train
pep10,tcr3497,0,train
pep0,tcr4863,0,train
pep14,tcr4381,0,train
pep13,tcr2878,0,train
pep0,tcr3930,0,train
pep2,tcr2904,0,train
pep14,tcr1282,1,train
pep13,tcr2643,1,train
pep14,tcr4752,0,train
pep13,tcr4178,1,train
pep3,tcr2617,0,train
pep13,tcr1582,0,train
pep3,tcr1656,1,train
pep8,tcr4996,0,train
pep9,tcr1150,0,train
pep9,tcr686,0,train
pep12,tcr1028,0,train
pep4,tcr1741,0,train
pep5,tcr3140,0,train
pep12,tcr159,0,train
pep13,tcr2150,0,train
pep13,tcr3389,0,train
pep0,tcr4721,0,train
pep14,tcr1803,0,train
pep14,tcr4949,0,train
pep13,tcr4854,0,train
pep8,tcr3778,1,train
pep8,tcr825,0,train
pep6,tcr3227,0,train
pep14,tcr1077,0,train
pep14,tcr896,0,train
pep9,tcr1506,0,train
pep9,tcr4049,0,train
pep14,tcr1576,0,train
pep13,tcr1149,0,train
pep14,tcr4208,0,train
pep14,tcr1326,0,train
pep14,tcr957,0,train
pep0,tcr5024,0,train
pep1,tcr1479,0,train
pep14,tcr5183,0,train
pep16,tcr4235,0,train
pep0,tcr1333,0,train
pep9,tcr3525,0,train
pep1,tcr5318,0,train
pep9,tcr3181,0,train
pep12,tcr2943,0,train
pep12,tcr2915,0,train
pep7,tcr2363,0,train
pep3,tcr1951,0,train
pep12,tcr3022,0,train
pep13,tcr3300,0,train
pep1,tcr3532,0,train
pep14,tcr1774,0,train
pep13,tcr2203,0,train
pep10,tcr4299,0,train
pep3,tcr139,0,train
pep5,tcr1658,1,train
pep0,tcr4212,0,train
pep1,tcr4345,0,train
pep14,tcr2672,0,train
pep14,tcr3588,0,train
pep13,tcr3212,0,train
pep9,tcr2613,0,train
pep14,tcr4497,0,train
pep3,tcr4263,0,train
pep13,tcr4345,1,train
pep4,tcr4374,1,train
pep1,tcr182,0,train
pep12,tcr2582,0,train
pep1,tcr4856,0,train
pep10,tcr3630,0,train
pep8,tcr4247,0,train
pep12,tcr3279,1,train
pep5,tcr2968,0,train
pep15,tcr4,0,train
pep5,tcr2701,0,train
pep5,tcr825,0,train
pep8,tcr3260,1,train
pep14,tcr1163,0,train
pep5,tcr3096,0,train
pep2,tcr2706,0,train
pep13,tcr4973,0,train
pep5,tcr3333,0,train
pep12,tcr4178,0,train
pep14,tcr4017,0,train
pep14,tcr3337,1,train
pep12,tcr1186,0,train
pep14,tcr938,0,train
pep3,tcr2304,0,train
pep4,tcr5283,0,train
pep9,tcr1169,0,train
pep15,tcr957,0,train
pep13,tcr3727,1,train
pep15,tcr3687,0,train
pep8,tcr1433,0,train
pep13,tcr2877,0,train
pep0,tcr297,0,train
pep5,tcr17,0,train
pep14,tcr4230,0,train
pep13,tcr1965,0,train
pep9,tcr4830,1,train
pep3,tcr4787,0,train
pep13,tcr4141,0,train
pep13,tcr247,1,train
pep12,tcr4649,0,train
pep9,tcr1916,1,train
pep14,tcr2141,0,train
pep14,tcr1045,0,train
pep15,tcr5369,1,train
pep6,tcr1937,1,train
pep1,tcr297,1,train
pep5,tcr528,0,train
pep8,tcr3140,1,train
pep3,tcr4046,0,train
pep10,tcr5454,0,train
pep10,tcr375,1,train
pep12,tcr1587,0,train
pep9,tcr1340,0,train
pep8,tcr1169,1,train
pep9,tcr141,0,train
pep13,tcr3879,0,train
pep9,tcr1115,0,train
pep14,tcr419,0,train
pep8,tcr4345,0,train
pep7,tcr1702,0,train
pep5,tcr4863,0,train
pep0,tcr5447,1,train
pep14,tcr782,1,train
pep13,tcr3684,0,train
pep13,tcr5143,1,train
pep13,tcr3797,0,train
pep14,tcr4630,0,train
pep12,tcr4679,0,train
pep3,tcr5403,1,train
pep9,tcr410,0,train
pep13,tcr783,1,train
pep10,tcr5323,0,train
pep9,tcr5237,0,train
pep16,tcr1379,1,train
pep3,tcr2496,0,train
pep6,tcr1308,1,train
pep9,tcr3224,0,train
pep14,tcr3238,0,train
pep15,tcr1608,0,train
pep16,tcr2041,0,train
pep10,tcr1068,0,train
pep9,tcr4235,0,train
pep14,tcr760,0,train
pep6,tcr2915,0,train
pep10,tcr804,0,train
pep9,tcr1413,1,train
pep1,tcr476,0,train
pep5,tcr2057,0,train
pep14,tcr803,1,train
pep12,tcr4926,1,train
pep12,tcr4992,1,train
pep2,tcr3684,0,train
pep0,tcr2500,0,train
pep12,tcr91,0,train
pep7,tcr2618,0,train
pep15,tcr4687,0,train
pep13,tcr4758,1,train
pep6,tcr4664,0,train
pep5,tcr2670,0,train
pep0,tcr2512,0,train
pep14,tcr551,0,train
pep14,tcr4986,0,train
pep7,tcr3096,0,train
pep9,tcr376,1,train
pep13,tcr1461,1,train
pep0,tcr2570,0,train
pep13,tcr212,0,train
pep5,tcr2414,0,train
pep0,tcr1578,0,train
pep3,tcr2103,0,train
pep13,tcr2663,0,train
pep0,tcr5434,0,train
pep3,tcr757,0,train
pep14,tcr4510,1,train
pep3,tcr1078,0,train
pep16,tcr1312,1,train
pep2,tcr3360,0,train
pep9,tcr2904,1,train
pep14,tcr2744,1,train
pep9,tcr1964,0,train
pep0,tcr1803,0,train
pep0,tcr314,0,train
pep15,tcr2073,1,train
pep9,tcr626,0,train
pep12,tcr1078,1,train
pep10,tcr4035,0,train
pep12,tcr4863,0,train
pep14,tcr1356,0,train
pep13,tcr4435,0,train
pep5,tcr4695,1,train
pep12,tcr3177,0,train
pep12,tcr1779,0,train
pep1,tcr3140,0,train
pep14,tcr1437,0,train
pep9,tcr2423,0,train
pep9,tcr3756,0,train
pep12,tcr4049,1,train
pep12,tcr2750,1,train
pep0,tcr1078,0,train
pep13,tcr825,0,train
pep16,tcr1838,0,train
pep7,tcr4804,0,train
pep5,tcr1576,0,train
pep13,tcr2775,0,train
pep12,tcr5440,0,train
pep0,tcr3630,0,train
pep14,tcr353,0,train
pep9,tcr276,0,train
pep3,tcr3375,0,train
pep13,tcr4787,0,train
pep12,tcr5020,0,train
pep14,tcr1719,1,train
pep5,tcr3630,0,train
pep10,tcr3333,1,train
pep14,tcr3578,0,train
pep10,tcr3713,1,train
pep6,tcr1381,0,train
pep9,tcr4560,1,train
pep13,tcr3536,0,train
pep16,tcr2904,0,train
pep14,tcr2875,0,train
pep0,tcr468,0,train
pep3,tcr4064,0,train
pep12,tcr1356,1,train
pep10,tcr4388,0,train
pep0,tcr376,0,train
pep9,tcr1858,1,train
pep14,tcr1708,0,train
pep12,tcr4319,0,train
pep0,tcr2846,1,train
pep5,tcr337,1,train
pep8,tcr1850,0,train
pep0,tcr4479,0,train
pep12,tcr803,0,train
pep12,tcr825,0,train
pep13,tcr17,0,train
pep5,tcr1803,0,train
pep0,tcr2302,0,train
pep13,tcr4212,0,train
pep7,tcr5094,0,train
pep13,tcr3047,0,train
pep12,tcr1418,0,train
pep5,tcr5162,0,train
pep9,tcr1253,0,train
pep4,tcr1611,0,train
pep13,tcr4806,0,train
pep9,tcr3975,1,train
pep5,tcr4345,0,train
pep0,tcr3684,0,train
pep5,tcr1333,0,train
pep0,tcr4315,0,train
pep4,tcr3738,0,train
pep12,tcr4104,0,train
pep10,tcr4448,0,train
pep14,tcr5363,0,train
pep12,tcr3841,1,train
pep10,tcr1381,0,train
pep12,tcr1226,0,train
pep5,tcr2915,1,train
pep10,tcr4178,0,train
pep9,tcr2172,0,train
pep10,tcr1611,0,train
pep14,tcr4050,1,train
pep7,tcr474,0,train
pep5,tcr2649,0,train
pep15,tcr4664,0,train
pep14,tcr1550,0,train
pep9,tcr720,0,train
pep2,tcr160,0,train
pep12,tcr3894,0,train
pep14,tcr1512,1,train
pep14,tcr2120,0,train
pep11,tcr957,0,train
pep14,tcr4992,0,train
pep13,tcr1506,1,train
pep12,tcr3698,0,train
pep9,tcr4724,0,train
pep8,tcr1838,0,train
pep1,tcr2904,0,train
pep5,tcr4807,0,train
pep5,tcr2790,1,train
pep9,tcr5447,0,train
pep2,tcr4247,0,train
pep14,tcr1438,1,train
pep15,tcr1381,0,train
pep8,tcr159,0,train
pep0,tcr472,0,train
pep0,tcr5183,0,train
pep10,tcr5176,0,train
pep9,tcr753,0,train
pep13,tcr4488,0,train
pep5,tcr4721,1,train
pep12,tcr1611,0,train
pep0,tcr1806,0,train
pep0,tcr825,0,train
pep0,tcr3420,0,train
pep2,tcr1563,0,train
pep8,tcr5183,0,train
pep9,tcr1230,0,train
pep14,tcr212,0,train
pep0,tcr4724,0,train
pep10,tcr5162,0,train
pep9,tcr1078,0,train
pep0,tcr1506,0,train
pep1,tcr2696,1,train
pep9,tcr4385,0,train
pep13,tcr1607,0,train
pep3,tcr1253,0,train
pep10,tcr588,0,train
pep8,tcr4299,0,train
pep14,tcr1877,1,train
pep14,tcr5261,1,train
pep5,tcr2712,0,train
pep13,tcr510,0,train
pep9,tcr3851,0,train
pep14,tcr2203,0,train
pep3,tcr3684,0,train
pep5,tcr3694,0,train
pep13,tcr118,0,train
pep6,tcr928,1,train
pep9,tcr1356,0,train
pep9,tcr760,0,train
pep0,tcr4319,0,train
pep12,tcr4332,0,train
pep7,tcr3618,0,train
pep12,tcr2423,1,train
pep5,tcr1630,0,train
pep15,tcr5446,0,train
pep9,tcr2952,0,train
pep16,tcr1105,0,train
pep5,tcr4948,0,train
pep9,tcr3623,0,train
pep14,tcr1402,0,train
pep9,tcr3126,0,train
pep7,tcr3949,0,train
pep0,tcr1708,0,train
pep12,tcr2567,0,train
pep13,tcr1127,1,train
pep15,tcr2768,0,train
pep13,tcr2226,0,train
pep15,tcr3977,1,train
pep0,tcr1150,0,train
pep12,tcr2132,0,train
pep14,tcr468,0,train
pep0,tcr144,0,train
pep14,tcr4926,0,train
pep5,tcr3812,1,train
pep10,tcr2024,0,train
pep12,tcr1381,0,train
pep0,tcr648,0,train
pep14,tcr1906,0,train
pep14,tcr3146,0,train
pep9,tcr2252,0,train
pep4,tcr3332,0,train
pep9,tcr1656,0,train
pep13,tcr5162,0,train
pep9,tcr3972,0,train
pep10,tcr2103,0,train
pep14,tcr570,0,train
pep14,tcr2275,1,train
pep4,tcr2364,0,train
pep4,tcr626,0,train
pep6,tcr5391,0,train
pep9,tcr4381,0,train
pep1,tcr3981,0,train
pep9,tcr2150,0,train
pep4,tcr2141,0,train
pep14,tcr5326,1,train
pep7,tcr1,0,train
pep5,tcr4567,0,train
pep0,tcr1738,0,train
pep14,tcr3177,0,train
pep12,tcr4853,0,train
pep16,tcr634,0,train
pep16,tcr782,0,train
pep9,tcr885,0,train
pep16,tcr3227,0,train
pep9,tcr91,1,train
pep3,tcr4528,0,train
pep13,tcr4319,0,train
pep3,tcr1068,0,train
pep0,tcr3957,0,train
pep13,tcr2221,0,train
pep5,tcr5183,0,train
pep13,tcr1418,0,train
pep3,tcr3238,1,train
pep12,tcr2617,0,train
pep0,tcr971,0,train
pep9,tcr1333,1,train
pep14,tcr4617,0,train
pep14,tcr4843,0,train
pep9,tcr5176,0,train
pep13,tcr4299,0,train
pep14,tcr1620,1,train
pep8,tcr4169,0,train
pep12,tcr3896,0,train
pep12,tcr2844,0,train
pep11,tcr3702,0,train
pep1,tcr4408,0,train
pep13,tcr354,0,train
pep10,tcr288,0,train
pep14,tcr871,0,train
pep10,tcr1368,0,train
pep9,tcr5319,1,train
pep9,tcr1708,1,train
pep5,tcr4998,0,train
pep2,tcr4208,0,train
pep0,tcr2304,0,train
pep12,tcr829,0,train
pep8,tcr4085,1,train
pep5,tcr1607,0,train
pep5,tcr1690,0,train
pep9,tcr1037,0,train
pep9,tcr5034,1,train
pep14,tcr3234,0,train
pep14,tcr4462,0,train
pep6,tcr2761,0,train
pep12,tcr4345,0,train
pep12,tcr1393,0,train
pep0,tcr3725,0,train
pep13,tcr1656,0,train
pep14,tcr769,0,train
pep9,tcr3684,1,train
pep12,tcr2103,0,train
pep14,tcr1169,0,train
pep14,tcr5369,0,train
pep13,tcr4548,0,train
pep14,tcr4085,0,train
pep13,tcr2486,0,train
